wetland_name,wetland_ID,dataset,area_km2,species_richness,species_normalized,lat,lon,sat_area_frac
ARAKAPAS IRRIGATION TANK No.1,CY000LIM016,CYP,0.028172,5,177.481187,34.84708,33.08027,0.169774
KYTHREOTIS QUARRY LAKE,CY000LIM017,CYP,0.0063965,4,625.3419839,34.78858,33.15184,0.548759
SKYRA VASAS QUARRY LAKE,CY000LIM018,CYP,0.0076751,1,130.291462,34.77842,33.21542,0.100938
ABANDONED QUARRY LAKE- VASILIKO CEMENT WORKS,CY000LIM022,CYP,0.0155993,10,641.0544063,34.71165,33.20263,0.146021
GERMASOGEIA RESERVOIR,CY000LIM025,CYP,1.0425171,16,15.34747008,34.75324,33.09014,0.548759
TRIMIKLINI RESERVOIR,CY000LIM026,CYP,0.0288019,7,243.0395217,34.86415,32.91449,0.400735
SEWAGE LAGOON AT  LIMASSOL A' INDUSTRIAL AREA,CY000LIM028,CYP,0.0060911,5,820.8697936,34.66534,32.9902,0.616599
POLEMIDIA RESERVOIR,CY000LIM032,CYP,0.285336,5,17.52320072,34.72187,32.98441,0.583263
MARSH DOWNSTREAM OF KOURIS RESERVOIR,CY000LIM033,CYP,0.0741979,26,350.4142301,34.72329,32.9186,0.583263
KOURIS RESERVOIR,CY000LIM034,CYP,3.3061306,31,9.376520093,34.74903,32.9231,0.583263
KANTOU IRRIGATION TANK,CY000LIM035,CYP,0.0023963,3,1251.930059,34.71138,32.91151,0.603478
KANTOU RESERVOIR,CY000LIM037,CYP,0.0105792,11,1039.776165,34.69862,32.89779,0.603478
EPISKOPI RESERVOIR- KLIOUSIA,CY000LIM040,CYP,0.114001,4,35.08741151,34.69624,32.8454,0.603478
EPTAGONEIA IRRIGATION TANK No.3,CY000LIM051,CYP,0.0101356,1,98.66214136,34.8383,33.15239,0.130987
MAGKALENI MINE LAKE- SANTA MARINA RETREAT,CY000LIM066,CYP,0.0016722,3,1794.043775,34.75665,33.13635,0.548759
SKYRAMONT QUARRY LAKE PAREKLISSIA,CY000LIM067,CYP,0.0084852,6,707.1135624,34.78416,33.15593,0.548759
PERA-PEDI RESERVOIR,CY000LIM070,CYP,0.0072856,13,1784.341715,34.87193,32.86553,0.400735
ALMIROLIVADO,CY000LIM071,CYP,0.0191652,24,1252.269739,34.92881,32.89898,0.337274
LIVADI TOU PASIA,CY000LIM072,CYP,0.0193487,20,1033.661176,34.93475,32.8977,0.337274
LAND OF DREAMS FISHING POND,CY000LIM076,CYP,0.0021372,2,935.8038555,34.83817,32.90591,0.400735
AGROS RESERVOIR,CY000LIM077,CYP,0.0135589,5,368.7614777,34.92414,33.0143,0.146943
UNTREATED SEWAGE DISPOSAL PONDS- VATI ,CY000LIM079,CYP,0.0330121,2,60.58384653,34.74682,32.95331,0.583263
AKROUNTA RECHARGE WEIR (AKROUNTA RESERVOIR),CY000LIM081,CYP,0.001399,8,5718.370264,34.7709,33.0753,0.118779
KYTHREA RESERVOIR (LAKKOVOUNARA),CY000NIC001,CYP,0.0588712,9,152.8761092,35.2496,33.45737,0.121665
MIA MILIA ABANDONED QUARRY LAKE,CY000NIC002,CYP,0.0045003,3,666.6222252,35.23858,33.42978,0.121665
MIA MILIA RIVER WIER AND QUARRY LAKE,CY000NIC003,CYP,0.018382,6,326.406267,35.23784,33.43374,0.121665
MIA MILIA RESERVOIR,CY000NIC004,CYP,0.042453,3,70.666384,35.23414,33.41382,0.454021
MIA MILIA RECHARGE WIER,CY000NIC005,CYP,0.010359,3,289.6032436,35.2294,33.41095,0.454021
MIA MILIA IRRIGATION TANK,CY000NIC006,CYP,0.0013945,4,2868.411617,35.227,33.42072,0.121665
NEO CHORIO KYTHREAS RECHARGE WIER,CY000NIC007,CYP,0.0033469,5,1493.919747,35.21588,33.4634,0.121665
"RECYCLED WATER TANKS, MIA MILIA WASTEWATER TREATMENT PLANT",CY000NIC008,CYP,0.7918671,10,12.62838171,35.18994,33.43388,0.121665
XYLIATOS RESERVOIR,CY000NIC009,CYP,0.0963904,8,82.99581701,35.00695,33.03706,0.14045
KALOPANAGIOTIS RESERVOIR,CY000NIC010,CYP,0.0382359,11,287.6877489,35.00441,32.82588,0.440948
ESSO GALATA IRRIGATION TANK,CY000NIC012,CYP,0.07083,7,98.82818015,34.9875,32.88007,0.337274
KALO HORIO RESERVOIR,CY000NIC013,CYP,0.0145657,10,686.544416,34.98091,33.15423,0.140464
LAZANIAS ABANDONED QUARRY LAKE,CY000NIC014,CYP,0.0059798,5,836.1483662,34.96685,33.20488,0.140707
KOTSIATIS RESERVOIR,CY000NIC017,CYP,0.0156615,8,510.8067554,34.99394,33.33458,0.129314
MATHIATIS ABANDONED MINE LAKE,CY000NIC018,CYP,0.030315,2,65.97394029,34.97655,33.34687,0.129314
VRETSIA ABANDONED MINE LAKE,CY000NIC019,CYP,0.0049582,2,403.3721915,34.91856,32.67599,0.193472
FARMAKAS QUARRY LAKE,CY000NIC020,CYP,0.0125453,2,159.4222538,34.94066,33.14091,0.140464
"PALAICHORI, KAMPI (APLIKI) RESERVOIR",CY000NIC021,CYP,0.0571805,7,122.4193562,34.9282,33.1289,0.140464
FARMAKAS IRRIGATION TANK No.1,CY000NIC022,CYP,0.0115843,5,431.6186563,34.92039,33.13483,0.140464
FARMAKAS IRRIGATION TANK No.2,CY000NIC023,CYP,0.0048703,7,1437.283124,34.91893,33.13614,0.140464
LYTHRODONTAS RIVER RECHARGE BARRIER PANO DIMMA,CY000NIC024,CYP,0.0006874,13,18911.84172,34.94336,33.27441,0.499479
LYTHRODONTAS RIVER RECHARGE BARRIER KATO DIMMA,CY000NIC025,CYP,0.0013889,12,8639.930881,34.94948,33.28859,0.499479
ELEUTHERIOS PANAGI AND SON LTD QUARRY LAKE,CY000NIC026,CYP,0.0317463,4,125.9989353,34.94316,33.37973,0.129314
SIA ABANDONED MINE LAKE,CY000NIC027,CYP,0.0078047,2,256.2558458,34.95056,33.37361,0.129314
AGIOS SOZOMENOS QUARRY LAKE,CY000NIC030,CYP,0.038728,2,51.64222268,35.077,33.43878,0.526645
ELMENI QUARRY LAKE,CY000NIC031,CYP,0.0027371,4,1461.400753,35.07331,33.43943,0.526645
ATHALASSA RESERVOIR- ATHALASSA NATIONAL FOREST PARK,CY000NIC032,CYP,0.1223366,68,555.8434679,35.12783,33.38766,0.247094
UNIVERSITY OF CYPRUS POND,CY000NIC033,CYP,0.0042936,7,1630.33352,35.14167,33.40844,0.247094
AGIOS GEORGIOS LAKE- ATHALASSA NATIONAL FOREST PARK,CY000NIC034,CYP,0.0136103,16,1175.580259,35.14278,33.40177,0.247094
TAMASOS RESERVOIR,CY000NIC038,CYP,0.3024133,21,69.44139031,35.01149,33.24776,0.124314
KLIROU-MALOUNTA-AKAKI RESERVOIR,CY000NIC039,CYP,0.1987676,20,100.6200206,35.02924,33.16907,0.124314
"RECYCLED WATER TANKS, ANTHOUPOLI WASTEWATER TREATMENT PLANT",CY000NIC043,CYP,0.024959,2,80.13141552,35.10577,33.27153,0.134204
LOUTZENA LAKES- STRAKKA,CY000NIC044,CYP,0.0151416,4,264.1728747,35.09622,33.28975,0.134204
MANGLI LAKE,CY000NIC045,CYP,0.0432095,9,208.2875294,35.12706,33.30844,0.134204
MENIKO RECHARGE WIER No.1,CY000NIC047,CYP,0.0167592,12,716.0246312,35.09455,33.16712,0.603446
AKAKI RECHARGE WIER No.1,CY000NIC048,CYP,0.0183691,2,108.878497,35.11625,33.13426,0.582577
PERISTERONA RECHARGE WIER No.1,CY000NIC049,CYP,0.6771667,2,2.953482503,35.11748,33.08772,0.582577
TAILING POND ABANDONED MINERAL ENRICHMENT PLANT HCM MITSERO No.1,CY000NIC052,CYP,0.0628097,3,47.76332318,35.06771,33.12922,0.127947
ACHERA RESERVOIR (AGROKIPIA),CY000NIC053,CYP,0.0577467,4,69.26802744,35.06654,33.14268,0.127947
HADJIKYRIAKOU PIG FARM LAKE- KATO MONI,CY000NIC056,CYP,0.0221641,1,45.11800615,35.05272,33.09089,0.127947
MEMI ABANDONED MINE LAKE,CY000NIC058,CYP,0.0540432,3,55.51114664,35.03763,33.03824,0.14045
VYZAKIA RESERVOIR,CY000NIC059,CYP,0.1603822,6,37.41063534,35.06145,33.02988,0.14045
PANO KOUTRAFAS OFF- STREAM POND,CY000NIC060,CYP,0.0091773,5,544.8225513,35.09568,32.99066,0.519549
PETRA RIVER RECHARGE BARRIER KATO DIMMA,CY000NIC062,CYP,0.0006805,6,8817.046289,35.07782,32.92441,0.143791
FOUKASA MINE LAKE,CY000NIC071,CYP,0.0236683,4,169.002421,35.09581,32.89211,0.112539
APLIKI MINE LAKE,CY000NIC076,CYP,0.0125421,1,79.73146443,35.07459,32.8433,0.137587
LEFKA (MARATHASA) RESERVOIR,CY000NIC077,CYP,0.0376414,7,185.9654529,35.06407,32.83741,0.137587
KAFIZIS RESERVOIR,CY000NIC078,CYP,0.0173384,6,346.0526923,35.04847,32.78801,0.440948
TSAKISTRA RESERVOIR,CY000NIC079,CYP,0.0159417,8,501.8285377,35.02249,32.70296,0.170285
PYRGOS TILLIRIAS RESERVOIR,CY000NIC080,CYP,0.0281356,3,106.6264803,35.14832,32.65504,0.118481
PACHYAMMOS IRRIGATION TANK,CY000NIC081,CYP,0.0099932,1,100.0680463,35.16678,32.58621,
LEFKA RESERVOIR,CY000NIC083,CYP,0.3711107,5,13.47306882,35.10529,32.83131,0.096067
LEFKA ABANDONED QUARRY LAKE,CY000NIC085,CYP,0.0165891,11,663.0860023,35.10323,32.84327,0.112539
MAVROVOUNI-LEFKA ABANDONED QUARRY LAKE,CY000NIC086,CYP,0.0206882,4,193.3469321,35.09973,32.84259,0.112539
AGIA EIRINI-KAPOUTI RESERVOI,CY000NIC097,CYP,0.301282,2,6.638299002,35.25655,32.98697,0.592315
OVGOS RESERVOIR,CY000NIC099,CYP,0.1561069,5,32.02933375,35.21637,33.03912,0.477934
SERRACHIS RIVER EXCAVATION PONDS No.1,CY000NIC101,CYP,0.0324949,8,246.1924794,35.18013,33.07328,0.477934
KANLI (KANLIKIOGIOU) RESERVOIR,CY000NIC103,CYP,0.3971753,7,17.62445953,35.24164,33.2588,0.636209
KIONELI RESERVOIR,CY000NIC104,CYP,0.2808642,6,21.36263717,35.23576,33.3026,0.636209
PEDIAIOS REED BED ORTAKIOI,CY000NIC105,CYP,0.0696357,4,57.44180069,35.2135,33.32622,0.636209
PEDIAIOS REED BED TRACHONAS,CY000NIC106,CYP,0.032977,4,121.2966613,35.20808,33.35355,0.454021
MANDRES RESERVOIR,CY000NIC108,CYP,0.0999928,7,70.00504036,35.23815,33.36281,0.454021
GIALIAS RIVER RECHARGE WIER - LYTHRODONTAS,CY000NIC109,CYP,0.0052216,10,1915.121802,34.97156,33.28554,0.499479
MATHIATIS RECHARGE WIER No.1,CY000NIC113,CYP,0.0160707,7,435.5753016,34.97795,33.33166,0.499479
MATHIATIS RECHARGE WIER No.2,CY000NIC114,CYP,0.0097146,11,1132.316307,34.98807,33.33903,0.129314
AMMATI LAKE- STRAKKA,CY000NIC116,CYP,0.0047267,3,634.69228,35.09508,33.29263,0.134204
NEAR EAST UNIVERSITY LAKE No.1,CY000NIC117,CYP,0.0048644,3,616.7255982,35.2267,33.32124,0.636209
XYLIATOS LAKE,CY000NIC118,CYP,0.008466,3,354.3586109,35.03994,33.0402,0.14045
SOLEA RESERVOIR,CY000NIC119,CYP,0.1398273,2,14.3033585,35.06646,32.90265,0.137587
KALYVAKIA  RECHARGE WIER,CY000NIC120,CYP,0.0002988,5,16733.60107,35.24743,33.55402,0.080389
MANDRES REED BED,CY000NIC124,CYP,0.0080812,3,371.2319952,35.21397,33.38559,0.454021
PERISTERONA RECHARGEWIER No.2,CY000NIC125,CYP,0.009563,2,209.1393914,35.12408,33.08567,0.582577
TAILING POND ABANDONED MINERAL ENRICHMENT PLANT HCM MITSERO No.2,CY000NIC126,CYP,0.0111276,4,359.4665516,35.07243,33.13113,0.127947
LAGOUDERA IRRIGATION TANK,CY000NIC127,CYP,0.0135195,5,369.8361626,34.96793,33.01765,0.146943
LEXENICO LAKE,CY000NIC128,CYP,0.0065048,6,922.3957693,34.93661,33.31236,0.499479
KOURTELLARIS LAKE,CY000NIC130,CYP,0.0078684,7,889.6344873,35.05734,33.24964,0.124314
PAPIRES LAKE- STRAKKA,CY000NIC131,CYP,0.0052537,2,380.6840893,35.09287,33.28767,0.134204
GIALIAS RIVER RECHARGE WIER - KOTSIATIS,CY000NIC132,CYP,0.0018157,7,3855.262433,34.99915,33.33847,0.129314
GIALIAS RIVER RECHARGE WIER - NISOU,CY000NIC133,CYP,0.0183209,3,163.7474142,35.02018,33.3991,0.566376
ARCHANGELOS POND,CY000NIC134,CYP,0.0034686,2,576.6015107,35.1356,33.30917,0.134204
KOUTIS RIVER RECHARGE WIER - AGIOI TRIMITHIAS No.2,CY000NIC136,CYP,0.0084424,1,118.4497299,35.11673,33.20435,0.603446
GIALIAS RIVER RECHARGE WIER - PERA HORIO No.1,CY000NIC137,CYP,0.0014781,7,4735.809485,35.02068,33.3742,0.566376
GIALIAS RIVER RECHARGE WIER - PERA HORIO No.2,CY000NIC138,CYP,0.0201738,5,247.8462164,35.01896,33.37908,0.566376
GIALIAS RIVER RECHARGE WIER - AGIOS SOZOMENOS No.1,CY000NIC139,CYP,0.0126064,1,79.32478741,35.05308,33.4424,0.526645
GIALIAS RIVER RECHARGE WIER - DALI No.1,CY000NIC141,CYP,0.0087827,1,113.8602024,35.02457,33.41378,0.566376
GIALIAS RIVER RECHARGE WIER - AGIOS SOZOMENOS No.2,CY000NIC142,CYP,0.0013121,1,762.1370322,35.05762,33.44762,0.526645
GIALIAS RIVER RECHARGE WIER - DALI No.2,CY000NIC143,CYP,0.0036933,9,2436.845098,35.0277,33.41876,0.526645
GIALIAS RIVER RECHARGE WIER - AGIOS SOZOMENOS No.3,CY000NIC145,CYP,0.0251718,5,198.6349804,35.06652,33.45289,0.526645
GIALIAS RIVER RECHARGE WIER - DALI No.3,CY000NIC146,CYP,0.0030939,3,969.6499564,35.03186,33.42448,0.526645
GIALIAS RIVER RECHARGE WIER - DALI No.4,CY000NIC147,CYP,0.0043944,3,682.6870563,35.03492,33.42929,0.526645
GIALIAS RIVER RECHARGE WIER - POTAMIA No.1,CY000NIC149,CYP,0.0369414,3,81.20969969,35.03957,33.43435,0.526645
GIALIAS RIVER RECHARGE WIER - POTAMIA No.2,CY000NIC150,CYP,0.0092601,2,215.980389,35.0461,33.436,0.526645
KOUTIS RIVER RECHARGE WIER - PALIOMETOHO No.1,CY000NIC151,CYP,0.007473,4,535.2602703,35.12128,33.20026,0.603446
KOUTIS RIVER RECHARGE WIER - PALIOMETOHO No.2,CY000NIC152,CYP,0.009788,1,102.1659174,35.13195,33.18875,0.603446
KOUTIS RIVER RECHARGE WIER - PALIOMETOHO No.3,CY000NIC153,CYP,0.0029165,2,685.7534716,35.13448,33.18409,0.603446
KOUTIS RIVER RECHARGE WIER - PALIOMETOHO No.5,CY000NIC154,CYP,0.023978,2,83.40979231,35.15135,33.16418,0.582577
AKAKI RIVER RECHARGE WIER No.2,CY000NIC155,CYP,0.0214998,2,93.02412115,35.14465,33.11658,0.582577
PERISTERONA RIVER RECHARGEWIER No.4,CY000NIC156,CYP,0.0210381,2,95.06561904,35.14437,33.0841,0.582577
PETRA RIVER RECHARGE BARRIER PANO DIMMA,CY000NIC158,CYP,0.0004832,6,12417.21854,35.07355,32.92397,0.143791
POLITIKO RIVER RECHARGE WIER,CY000NIC167,CYP,0.0014672,12,8178.844057,35.01926,33.24928,0.124314
PERA RECHARGE WIER,CY000NIC168,CYP,0.0031612,6,1898.013413,35.02743,33.24911,0.124314
EPISKOPIO RECHARGE WIER No.1,CY000NIC169,CYP,0.0020203,3,1484.927981,35.04509,33.24434,0.124314
ERGATES RECHARGE WIER,CY000NIC170,CYP,0.0089676,4,446.0502253,35.05034,33.24979,0.124314
ANAGIA RECHARGE WIER No.1,CY000NIC171,CYP,0.0056179,7,1246.017195,35.06401,33.25233,0.13071
ANAGIA RECHARGE WIER No.2,CY000NIC173,CYP,0.0107594,4,371.7679425,35.07061,33.25663,0.13071
ANAGIA RECHARGE WIER No.3,CY000NIC174,CYP,0.006969,8,1147.940881,35.07445,33.25935,0.13071
PANO DEFTERA RECHARGE WIER,CY000NIC175,CYP,0.0047106,15,3184.307731,35.07874,33.25748,0.13071
KATO DEFTERA RECHARGE WIER No.2,CY000NIC177,CYP,0.0016249,15,9231.337313,35.09106,33.28433,0.134204
KOUTIS RIVER RECHARGE WEIR PALIOMETOCHO ??.4,CY000NIC178,CYP,0.0016791,7,4168.900006,35.13904,33.17973,0.603446
MENIKO RECHARGE WIER No.2,CY000NIC180,CYP,0.0061107,4,654.5894906,35.09121,33.16926,0.603446
MITSERO RECHARGE WIER,CY000NIC182,CYP,0.0041111,5,1216.219503,35.02792,33.12113,0.127947
OROUNTA RECHARGE WIER,CY000NIC184,CYP,0.0215909,6,277.8948539,35.10609,33.08637,0.582577
OROUNTA IRRIGATION TANK No.1,CY000NIC185,CYP,0.0011474,2,1743.071292,35.10038,33.08862,0.582577
POTAMI RECHARGE WIER No.1,CY000NIC187,CYP,0.0019395,5,2577.984016,35.09488,33.03794,0.534463
POTAMI RECHARGE WIER No.2,CY000NIC188,CYP,0.0013348,3,2247.52772,35.09697,33.03386,0.534463
PANO KOUTRAFAS RECHARGE WIER,CY000NIC190,CYP,0.007082,1,141.20305,35.09603,32.99228,0.519549
VIZAKIA RECHARGE WIER,CY000NIC191,CYP,0.0068928,4,580.3156917,35.07419,33.0124,0.14045
FLASOU IRRIGATION TANK,CY000NIC194,CYP,0.0020863,1,479.3174519,35.07147,32.91728,0.143791
EPISKOPEIO RECHARGE WEIR ??.2,CY000NIC196,CYP,0.0021442,6,2798.246432,35.03955,33.24234,0.124314
EVRETOU RESERVOIR,CY000PAF001,CYP,1.0361735,5,4.825446704,34.96606,32.47494,0.128951
KANNAVIOU RESERVOIR,CY000PAF003,CYP,0.7816129,2,2.558811401,34.93175,32.5927,0.325567
KRITOU MAROTTOU IRRIGATION TANK,CY000PAF004,CYP,0.0039166,1,255.3234949,34.93128,32.58263,0.537061
POMOS RESERVOIR,CY000PAF006,CYP,0.0811156,6,73.96850914,35.14233,32.57662,0.11692
AGIA MARINA CHRISOCHOU RESERVOIR,CY000PAF007,CYP,0.0293763,1,34.04104669,35.11699,32.54256,0.11692
GIALIA RESERVOIR,CY000PAF010,CYP,0.0012139,6,4942.746519,35.09007,32.54986,0.11692
ARGAKA RESERVOIR,CY000PAF011,CYP,0.0903598,3,33.20060469,35.04736,32.50572,0.115871
KINOUSA ABANDONED MINE LAKE,CY000PAF012,CYP,0.0029214,2,684.6032724,35.03024,32.51181,0.115871
KOUKLIA ABANDONED QUARRY LAKE,CY000PAF017,CYP,0.0053201,3,563.8991748,34.69334,32.62098,0.168452
SECRET VALLEY RESERVOIR CHA POTAMI,CY000PAF018,CYP,0.065617,2,30.47990612,34.69904,32.62553,0.168452
DIARIZOS OFF-STREAM POND,CY000PAF019,CYP,0.002028,6,2958.579882,34.77808,32.66387,0.141634
???????????? ???????,CY000PAF020,CYP,0.3017431,6,19.88446463,34.88025,32.74073,0.183209
ASPROKREMOS RESERVOIR,CY000PAF023,CYP,2.6873628,11,4.09323222,34.74178,32.5643,0.5872
GOLF POND- SECRET VALLEY GOLF COURSE,CY000PAF024,CYP,0.0113662,2,175.9603034,34.68972,32.59735,0.168452
GOLF POND- ELEA GOLF COURSE,CY000PAF028,CYP,0.0054053,1,185.0036076,34.75104,32.48095,0.142534
PIANIA (ANATOLIKOU) RESERVOIR,CY000PAF029,CYP,0.0338594,5,147.6694803,34.7548,32.49024,0.142534
MAVROKOLIMPOS RESERVOIR,CY000PAF034,CYP,0.195451,14,71.6292063,34.85747,32.41015,0.128081
GOLF POND- APHRODITE HILLS GOLF COURSE ??.1,CY000PAF035,CYP,0.0046177,1,216.5580267,34.68798,32.60998,0.168452
GOLF POND- MINTHIS HILLS GOLF COURSE No.1,CY000PAF045,CYP,0.0018798,1,531.9714863,34.82468,32.497,0.142534
FITI IRRIGATION TANK,CY000PAF051,CYP,0.001203,1,831.2551953,34.92741,32.53853,0.537061
ARGAKA IRRIGATION TANK,CY000PAF058,CYP,0.01781,2,112.2964627,35.05854,32.49441,0.140175
PRODROMI IRRIGATION TANK,CY000PAF060,CYP,0.02877,2,69.51685784,35.0215,32.41474,0.102105
POLIS IRRIGATION TANK No.1,CY000PAF061,CYP,0.0031674,1,315.7163604,35.02555,32.43576,0.140175
POLIS IRRIGATION TANK No.2,CY000PAF062,CYP,0.000381,2,5249.343832,35.0327,32.45603,0.140175
GOLF POND- APHRODITE HILLS GOLF COURSE ??.2,CY000PAF065,CYP,0.0019693,1,507.7946478,34.68421,32.60828,0.168452
KIDASI QUARRY LAKE,CY000PAF067,CYP,0.0018823,1,531.2649418,34.81991,32.71363,0.166139
Artificial wetland for Choletria wastewater treatment,CY000PAF071,CYP,0.0016,18,11250,34.4528,32.36187,
Marais de Cavallo,FR831CAV002,FRA,0.012,22,1833.333333,41.367435,9.263885,
Mare d'Arasu 1,FR831COR117,FRA,0.007,18,2571.428571,41.646364,9.355565,
Mare d'Arasu 2,FR831COR118,FRA,0.002,10,5000,41.645244,9.358267,
Mare de Mura dell'Unda,FR831COR125,FRA,0.009,75,8333.333333,41.647767,9.336959,
Mare de Mura dell'Unda 3,FR831COR127,FRA,0.001,1,1000,41.646015,9.326313,0.662264
Mare de Mura dell'Unda 4,FR831COR128,FRA,0.003,1,333.3333333,41.638135,9.329177,0.662264
Etang de Mura dell'Unda,FR831COR129,FRA,0.002,3,1500,41.648705,9.330191,0.662264
Mare de Piobba,FR831COR130,FRA,0.009,6,666.6666667,41.636805,9.320375,0.662264
Mare de Sant'Antonaccio,FR831COR131,FRA,0.001,67,67000,41.646038,9.31564,0.662264
Mare de Trinité de Porto Vecchio,FR831COR133,FRA,0.004,51,12750,41.642222,9.294992,0.662264
Mare de Rinajolu,FR831COR134,FRA,0.005,5,1000,41.639135,9.26917,0.662264
Mare d'Alzu di Gallina,FR831COR142,FRA,0.001,88,88000,41.618072,9.224197,0.647625
Mare de Muratello,FR831COR143,FRA,0.006,97,16166.66667,41.589623,9.215971,0.647625
Mare de Muratello 2,FR831COR144,FRA,0.002,5,2500,41.583255,9.212716,0.602186
Mare de Balési,FR831COR145,FRA,0.009,13,1444.444444,41.580518,9.221041,0.602186
Etang de Guardienna,FR831COR146,FRA,0.031,5,161.2903226,41.579812,9.245162,0.602186
Mare de Guardienna,FR831COR147,FRA,0.002,8,4000,41.581319,9.243073,0.602186
Marais de Biaggiola,FR831COR148,FRA,0.027,9,333.3333333,41.575251,9.266916,0.317309
Mare de Pietralba,FR831COR149,FRA,0.001,40,40000,41.546285,9.250292,0.317309
Mare de Ceccia,FR831COR150,FRA,0.003,14,4666.666667,41.557986,9.229047,0.602186
Mare de Caccia 1,FR831COR153,FRA,0.003,71,23666.66667,41.560192,9.197878,0.602186
Mare de Caccia 2,FR831COR154,FRA,0.004,80,20000,41.555591,9.201743,0.602186
Mare de Caccia 3,FR831COR155,FRA,0.001,66,66000,41.551005,9.201006,0.602186
Mare de Padulellu,FR831COR166,FRA,0.002,33,16500,41.554735,9.294326,0.317309
Etang du Lezza,FR831COR168,FRA,0.002,6,3000,41.531056,9.262858,0.317309
Mare de Santa Giulia,FR831COR169,FRA,0.008,5,625,41.519225,9.256641,0.317309
Bassin de carrière de Suartone,FR831COR173,FRA,0.001,2,2000,41.488199,9.244719,0.432498
Mare de Padule Maggiore,FR831COR177,FRA,0.025,100,4000,41.464857,9.232798,0.432498
Mares Tre Padule de Suartone,FR831COR178,FRA,0.01,100,10000,41.464932,9.241812,0.432498
Mares a Camarata,FR831COR185,FRA,0.001,22,22000,41.409547,9.240596,0.136977
Mare granite de Bonifacio A,FR831COR192,FRA,0.003,127,42333.33333,41.380375,9.204093,0.136977
Mare granite de Bonifacio B,FR831COR193,FRA,0.002,87,43500,41.381756,9.20541,0.136977
Mare de Musella,FR831COR196,FRA,0.036,69,1916.666667,41.402232,9.192055,0.136977
Mare de Padulu,FR831COR200,FRA,0.058,72,1241.37931,41.406165,9.149399,
Mare de Frasselli A,FR831COR209,FRA,0.001,68,68000,41.428706,9.155182,0.510606
Mare de Frasselli C,FR831COR211,FRA,0.004,28,7000,41.443954,9.16848,0.432498
Mares de Frasselli D,FR831COR212,FRA,0.002,57,28500,41.443522,9.169361,0.432498
Prairie de Frasselli F,FR831COR213,FRA,0.003,41,13666.66667,41.441751,9.171225,0.432498
Mare de Frasselli G,FR831COR214,FRA,0.002,77,38500,41.443099,9.172344,0.432498
Mare de Frasselli H,FR831COR215,FRA,0.001,54,54000,41.441633,9.175158,0.432498
Mare Tre Paduli de Frasselli I,FR831COR216,FRA,0.002,131,65500,41.453423,9.168336,0.432498
Mares Tre Paduli de Frasselli J,FR831COR217,FRA,0.012,44,3666.666667,41.454917,9.168253,0.432498
Mare de Frasselli K,FR831COR218,FRA,0.004,22,5500,41.454445,9.17038,0.432498
Mare Tre Paduli de Frasselli L,FR831COR219,FRA,0.004,22,5500,41.454506,9.172317,0.432498
Etang de Scanza,FR831COR220,FRA,0.026,21,807.6923077,41.456159,9.159753,0.510606
Lac de barrage de Figari,FR831COR221,FRA,0.735,3,4.081632653,41.469334,9.148904,0.510606
Mares de Campo Mezzano,FR831COR223,FRA,0.002,23,11500,41.449023,9.102201,0.510606
Mare de Bocciu,FR831COR225,FRA,0.004,10,2500,41.465782,9.103917,0.510606
Marais de Canniccia 2,FR831COR234,FRA,0.069,11,159.4202899,41.490894,9.087222,0.510606
Réservoirs d'Arja di i Latri,FR831COR241,FRA,0.002,3,1500,41.499365,9.103669,0.510606
Mare de Capineru,FR831COR247,FRA,0.003,119,39666.66667,41.46082,9.041125,0.098376
Mare de Chevanu,FR831COR250,FRA,0.003,164,54666.66667,41.470701,9.033137,0.098376
Mare d'Arbitru,FR831COR253,FRA,0.002,146,73000,41.476025,9.00954,0.098376
Mare d'Arghja Cadilleda,FR831COR255,FRA,0.002,46,23000,41.495858,9.012314,0.098376
Prairies humides de Capanna di Cena,FR831COR256,FRA,0.006,8,1333.333333,41.504587,9.041836,0.467748
Mare de Campu Tondu,FR831COR263,FRA,0.004,1,250,41.550948,8.894709,0.62557
Mare de Padulaccia 5,FR831COR272,FRA,0.001,37,37000,41.593489,8.816316,0.582668
Etang de Canniccia,FR831COR288,FRA,0.097,18,185.5670103,41.728295,8.84885,0.674398
Pozzines de Cuscione 4,FR831COR483,FRA,0.02,8,400,41.849919,9.141054,0.54736
Pozzines de Cuscione 5,FR831COR484,FRA,0.063,8,126.984127,41.843452,9.15306,0.54736
Pozzines de Cuscione 7,FR831COR486,FRA,0.094,8,85.10638298,41.835595,9.139408,0.54736
Pozzines de Cuscione 8,FR831COR487,FRA,0.271,8,29.5202952,41.836118,9.15651,0.54736
Pozzines de Cuscione 9,FR831COR488,FRA,0.016,8,500,41.830825,9.162979,0.603793
Pozzines de Cuscione 10,FR831COR489,FRA,0.061,8,131.147541,41.826938,9.143269,0.603793
Mare de Scaglialone,FR831COR490,FRA,0.014,11,785.7142857,41.755584,9.062451,0.404813
Lac de barrage du Rizzanese,FR831COR491,FRA,0.131,7,53.4351145,41.736624,9.116692,0.534605
Réserve de l'Osu,FR831COR492,FRA,0.002,4,2000,41.689731,9.264533,0.627876
Lac de barrage de l'Ospedale,FR831COR493,FRA,0.445,10,22.47191011,41.664773,9.200091,0.647625
Lac de barrage de l'Ortolo,FR831COR494,FRA,0.266,17,63.90977444,41.61164,9.049101,0.510437
